"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 29 22:03:40 GMT 2022","Tue Nov 29 22:03:41 GMT 2022","971","Surefire suite","Surefire test","films.GetFilmTest","films.GetFilmTest","getOneFilmByPathParam","getOneFilmByPathParam",""
"passed","Tue Nov 29 22:03:48 GMT 2022","Tue Nov 29 22:03:49 GMT 2022","1937","Surefire suite","Surefire test","species.GetSpeciesTest","species.GetSpeciesTest","getOneSpeciesByPathParam","getOneSpeciesByPathParam",""
"unknown","Tue Nov 29 22:03:07 GMT 2022","Tue Nov 29 22:03:07 GMT 2022","0","Surefire suite","Surefire test","vehicles.GetVehicleTest","vehicles.GetVehicleTest","getOneVehicleWithInvalidId","Temporarily disabled because of 500 response code. Test verifies if one can send really big number as path param. The expected response code would be 404",""
"passed","Tue Nov 29 22:04:02 GMT 2022","Tue Nov 29 22:04:03 GMT 2022","945","Surefire suite","Surefire test","starships.GetStarshipTest","starships.GetStarshipTest","getOneVehicleByInvalidQueryParam","getOneVehicleByInvalidQueryParam",""
"passed","Tue Nov 29 22:03:42 GMT 2022","Tue Nov 29 22:03:43 GMT 2022","947","Surefire suite","Surefire test","films.GetFilmTest","films.GetFilmTest","getOneFilmByQueryParam","getOneFilmByQueryParam",""
"unknown","Tue Nov 29 22:03:07 GMT 2022","Tue Nov 29 22:03:07 GMT 2022","0","Surefire suite","Surefire test","planets.GetPlanetTest","planets.GetPlanetTest","getOnePlanetWithInvalidId","Temporarily disabled because of 500 response code. Test verifies if one can send really big number as path param. The expected response code would be 404",""
"passed","Tue Nov 29 22:03:46 GMT 2022","Tue Nov 29 22:03:47 GMT 2022","847","Surefire suite","Surefire test","species.GetSpeciesTest","species.GetSpeciesTest","getOnePlanetWithNonExistingId","getOnePlanetWithNonExistingId",""
"passed","Tue Nov 29 22:03:15 GMT 2022","Tue Nov 29 22:03:16 GMT 2022","1035","Surefire suite","Surefire test","vehicles.GetVehicleTest","vehicles.GetVehicleTest","getOneVehicleByQueryParam","getOneVehicleByQueryParam",""
"passed","Tue Nov 29 22:04:00 GMT 2022","Tue Nov 29 22:04:01 GMT 2022","942","Surefire suite","Surefire test","starships.GetStarshipTest","starships.GetStarshipTest","getOneStarshipByQueryParam","getOneStarshipByQueryParam",""
"passed","Tue Nov 29 22:03:37 GMT 2022","Tue Nov 29 22:03:38 GMT 2022","852","Surefire suite","Surefire test","people.GetPeopleTest","people.GetPeopleTest","getOnePersonWithNonExistingId","getOnePersonWithNonExistingId",""
"passed","Tue Nov 29 22:03:43 GMT 2022","Tue Nov 29 22:03:44 GMT 2022","936","Surefire suite","Surefire test","films.GetFilmTest","films.GetFilmTest","getOneFilmByQueryParam","getOneFilmByQueryParam",""
"passed","Tue Nov 29 22:03:51 GMT 2022","Tue Nov 29 22:03:53 GMT 2022","1960","Surefire suite","Surefire test","species.GetSpeciesTest","species.GetSpeciesTest","getOneSpeciesByQueryParam","getOneSpeciesByQueryParam",""
"passed","Tue Nov 29 22:03:23 GMT 2022","Tue Nov 29 22:03:24 GMT 2022","963","Surefire suite","Surefire test","planets.GetPlanetTest","planets.GetPlanetTest","getOnePlanetByQueryParam","getOnePlanetByQueryParam",""
"passed","Tue Nov 29 22:03:17 GMT 2022","Tue Nov 29 22:03:18 GMT 2022","1051","Surefire suite","Surefire test","vehicles.GetVehicleTest","vehicles.GetVehicleTest","getOneVehicleByQueryParam","getOneVehicleByQueryParam",""
"passed","Tue Nov 29 22:03:20 GMT 2022","Tue Nov 29 22:03:21 GMT 2022","896","Surefire suite","Surefire test","planets.GetPlanetTest","planets.GetPlanetTest","getAllPlanets","getAllPlanets",""
"passed","Tue Nov 29 22:03:58 GMT 2022","Tue Nov 29 22:03:59 GMT 2022","990","Surefire suite","Surefire test","starships.GetStarshipTest","starships.GetStarshipTest","getOneStarshipByQueryParam","getOneStarshipByQueryParam",""
"passed","Tue Nov 29 22:03:11 GMT 2022","Tue Nov 29 22:03:12 GMT 2022","941","Surefire suite","Surefire test","vehicles.GetVehicleTest","vehicles.GetVehicleTest","getOneVehicleByInvalidQueryParam","getOneVehicleByInvalidQueryParam",""
