"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 07 22:50:29 GMT 2023","Tue Feb 07 22:50:30 GMT 2023","1033","Surefire suite","Surefire test","people.GetPeopleTest","people.GetPeopleTest","getAllPeople","getAllPeople",""
"passed","Tue Feb 07 22:50:50 GMT 2023","Tue Feb 07 22:50:51 GMT 2023","1141","Surefire suite","Surefire test","species.GetSpeciesTest","species.GetSpeciesTest","getAllSpecies","getAllSpecies",""
"passed","Tue Feb 07 22:50:17 GMT 2023","Tue Feb 07 22:50:18 GMT 2023","1037","Surefire suite","Surefire test","starships.GetStarshipTest","starships.GetStarshipTest","getOneStarshipByQueryParam","getOneStarshipByQueryParam",""
"passed","Tue Feb 07 22:50:14 GMT 2023","Tue Feb 07 22:50:15 GMT 2023","1241","Surefire suite","Surefire test","starships.GetStarshipTest","starships.GetStarshipTest","getOneStarshipByPathParam","getOneStarshipByPathParam",""
"passed","Tue Feb 07 22:50:19 GMT 2023","Tue Feb 07 22:50:20 GMT 2023","1048","Surefire suite","Surefire test","starships.GetStarshipTest","starships.GetStarshipTest","getOneStarshipByQueryParam","getOneStarshipByQueryParam",""
"passed","Tue Feb 07 22:50:49 GMT 2023","Tue Feb 07 22:50:50 GMT 2023","886","Surefire suite","Surefire test","vehicles.GetVehicleTest","vehicles.GetVehicleTest","getOneVehicleWithNonExistingId","getOneVehicleWithNonExistingId",""
"passed","Tue Feb 07 22:50:24 GMT 2023","Tue Feb 07 22:50:25 GMT 2023","981","Surefire suite","Surefire test","planets.GetPlanetTest","planets.GetPlanetTest","getOnePlanetByPathParam","getOnePlanetByPathParam",""
"passed","Tue Feb 07 22:50:52 GMT 2023","Tue Feb 07 22:50:53 GMT 2023","895","Surefire suite","Surefire test","species.GetSpeciesTest","species.GetSpeciesTest","getOneSpeciesByInvalidQueryParam","getOneSpeciesByInvalidQueryParam",""
"passed","Tue Feb 07 22:50:22 GMT 2023","Tue Feb 07 22:50:23 GMT 2023","1090","Surefire suite","Surefire test","planets.GetPlanetTest","planets.GetPlanetTest","getAllPlanets","getAllPlanets",""
"passed","Tue Feb 07 22:50:39 GMT 2023","Tue Feb 07 22:50:40 GMT 2023","862","Surefire suite","Surefire test","people.GetPeopleTest","people.GetPeopleTest","getOnePersonWithNonExistingId","getOnePersonWithNonExistingId",""
"passed","Tue Feb 07 22:50:08 GMT 2023","Tue Feb 07 22:50:09 GMT 2023","1128","Surefire suite","Surefire test","films.GetFilmTest","films.GetFilmTest","getOneFilmByPathParam","getOneFilmByPathParam",""
"passed","Tue Feb 07 22:50:55 GMT 2023","Tue Feb 07 22:50:57 GMT 2023","1824","Surefire suite","Surefire test","species.GetSpeciesTest","species.GetSpeciesTest","getOneSpeciesByQueryParam","getOneSpeciesByQueryParam",""
"passed","Tue Feb 07 22:50:44 GMT 2023","Tue Feb 07 22:50:45 GMT 2023","998","Surefire suite","Surefire test","vehicles.GetVehicleTest","vehicles.GetVehicleTest","getOneVehicleByQueryParam","getOneVehicleByQueryParam",""
"passed","Tue Feb 07 22:50:47 GMT 2023","Tue Feb 07 22:50:48 GMT 2023","968","Surefire suite","Surefire test","vehicles.GetVehicleTest","vehicles.GetVehicleTest","getOneVehicleByQueryParam","getOneVehicleByQueryParam",""
"passed","Tue Feb 07 22:50:57 GMT 2023","Tue Feb 07 22:50:59 GMT 2023","1818","Surefire suite","Surefire test","species.GetSpeciesTest","species.GetSpeciesTest","getOneSpeciesByQueryParam","getOneSpeciesByQueryParam",""
"passed","Tue Feb 07 22:50:27 GMT 2023","Tue Feb 07 22:50:28 GMT 2023","1083","Surefire suite","Surefire test","planets.GetPlanetTest","planets.GetPlanetTest","getOnePlanetByQueryParam","getOnePlanetByQueryParam",""
"unknown","Tue Feb 07 22:49:59 GMT 2023","Tue Feb 07 22:49:59 GMT 2023","0","Surefire suite","Surefire test","species.GetSpeciesTest","species.GetSpeciesTest","getOnePlanetWithInvalidId","Temporarily disabled because of 500 response code. Test verifies if one can send really big number as path param. The expected response code would be 404",""
"passed","Tue Feb 07 22:50:43 GMT 2023","Tue Feb 07 22:50:44 GMT 2023","1054","Surefire suite","Surefire test","vehicles.GetVehicleTest","vehicles.GetVehicleTest","getOneVehicleByQueryParam","getOneVehicleByQueryParam",""
"passed","Tue Feb 07 22:50:36 GMT 2023","Tue Feb 07 22:50:38 GMT 2023","1891","Surefire suite","Surefire test","people.GetPeopleTest","people.GetPeopleTest","getOnePersonByQueryParam","getOnePersonByQueryParam",""
"passed","Tue Feb 07 22:49:59 GMT 2023","Tue Feb 07 22:50:07 GMT 2023","7609","Surefire suite","Surefire test","films.GetFilmTest","films.GetFilmTest","getAllFilms","getAllFilms",""
"passed","Tue Feb 07 22:50:42 GMT 2023","Tue Feb 07 22:50:43 GMT 2023","1057","Surefire suite","Surefire test","vehicles.GetVehicleTest","vehicles.GetVehicleTest","getOneVehicleByPathParam","getOneVehicleByPathParam",""
