"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 25 21:36:53 GMT 2022","Fri Nov 25 21:36:54 GMT 2022","590","Surefire suite","Surefire test","films.GetFilmTest","films.GetFilmTest","getOneFilmByPathParam","getOneFilmByPathParam",""
"passed","Fri Nov 25 21:36:41 GMT 2022","Fri Nov 25 21:36:42 GMT 2022","594","Surefire suite","Surefire test","vehicles.GetVehicleTest","vehicles.GetVehicleTest","getOneVehicleByInvalidQueryParam","getOneVehicleByInvalidQueryParam",""
"passed","Fri Nov 25 21:36:59 GMT 2022","Fri Nov 25 21:37:00 GMT 2022","684","Surefire suite","Surefire test","starships.GetStarshipTest","starships.GetStarshipTest","getOneStarshipByQueryParam","getOneStarshipByQueryParam",""
"passed","Fri Nov 25 21:36:49 GMT 2022","Fri Nov 25 21:36:49 GMT 2022","628","Surefire suite","Surefire test","planets.GetPlanetTest","planets.GetPlanetTest","getOnePlanetByPathParam","getOnePlanetByPathParam",""
"passed","Fri Nov 25 21:36:43 GMT 2022","Fri Nov 25 21:36:43 GMT 2022","757","Surefire suite","Surefire test","vehicles.GetVehicleTest","vehicles.GetVehicleTest","getOneVehicleByQueryParam","getOneVehicleByQueryParam",""
"passed","Fri Nov 25 21:36:58 GMT 2022","Fri Nov 25 21:36:59 GMT 2022","691","Surefire suite","Surefire test","starships.GetStarshipTest","starships.GetStarshipTest","getOneStarshipByQueryParam","getOneStarshipByQueryParam",""
"unknown","Fri Nov 25 21:36:38 GMT 2022","Fri Nov 25 21:36:38 GMT 2022","0","Surefire suite","Surefire test","starships.GetStarshipTest","starships.GetStarshipTest","getOneStarshipWithInvalidId","Temporarily disabled because of 500 response code. Test verifies if one can send really big number as path param. The expected response code would be 404",""
"passed","Fri Nov 25 21:37:00 GMT 2022","Fri Nov 25 21:37:01 GMT 2022","1100","Surefire suite","Surefire test","starships.GetStarshipTest","starships.GetStarshipTest","getOneStarshipByQueryParam","getOneStarshipByQueryParam",""
"passed","Fri Nov 25 21:36:46 GMT 2022","Fri Nov 25 21:36:47 GMT 2022","639","Surefire suite","Surefire test","vehicles.GetVehicleTest","vehicles.GetVehicleTest","getOneVehicleByQueryParam","getOneVehicleByQueryParam",""
"passed","Fri Nov 25 21:36:52 GMT 2022","Fri Nov 25 21:36:53 GMT 2022","962","Surefire suite","Surefire test","films.GetFilmTest","films.GetFilmTest","getAllFilms","getAllFilms",""
"passed","Fri Nov 25 21:36:55 GMT 2022","Fri Nov 25 21:36:55 GMT 2022","644","Surefire suite","Surefire test","films.GetFilmTest","films.GetFilmTest","getOneFilmByQueryParam","getOneFilmByQueryParam",""
"passed","Fri Nov 25 21:37:01 GMT 2022","Fri Nov 25 21:37:01 GMT 2022","534","Surefire suite","Surefire test","starships.GetStarshipTest","starships.GetStarshipTest","getOneStarshipWithNonExistingId","getOneStarshipWithNonExistingId",""
"passed","Fri Nov 25 21:36:51 GMT 2022","Fri Nov 25 21:36:51 GMT 2022","626","Surefire suite","Surefire test","planets.GetPlanetTest","planets.GetPlanetTest","getOnePlanetByQueryParam","getOnePlanetByQueryParam",""
"passed","Fri Nov 25 21:36:44 GMT 2022","Fri Nov 25 21:36:45 GMT 2022","722","Surefire suite","Surefire test","vehicles.GetVehicleTest","vehicles.GetVehicleTest","getOneVehicleByQueryParam","getOneVehicleByQueryParam",""
"unknown","Fri Nov 25 21:36:38 GMT 2022","Fri Nov 25 21:36:38 GMT 2022","1","Surefire suite","Surefire test","vehicles.GetVehicleTest","vehicles.GetVehicleTest","getOneVehicleWithInvalidId","Temporarily disabled because of 500 response code. Test verifies if one can send really big number as path param. The expected response code would be 404",""
"passed","Fri Nov 25 21:36:51 GMT 2022","Fri Nov 25 21:36:52 GMT 2022","530","Surefire suite","Surefire test","planets.GetPlanetTest","planets.GetPlanetTest","getOnePlanetWithNonExistingId","getOnePlanetWithNonExistingId",""
"passed","Fri Nov 25 21:36:50 GMT 2022","Fri Nov 25 21:36:51 GMT 2022","687","Surefire suite","Surefire test","planets.GetPlanetTest","planets.GetPlanetTest","getOnePlanetByQueryParam","getOnePlanetByQueryParam",""
"passed","Fri Nov 25 21:37:01 GMT 2022","Fri Nov 25 21:37:02 GMT 2022","534","Surefire suite","Surefire test","starships.GetStarshipTest","starships.GetStarshipTest","getOneVehicleByInvalidQueryParam","getOneVehicleByInvalidQueryParam",""
"passed","Fri Nov 25 21:36:57 GMT 2022","Fri Nov 25 21:36:58 GMT 2022","684","Surefire suite","Surefire test","starships.GetStarshipTest","starships.GetStarshipTest","getOneStarshipByPathParam","getOneStarshipByPathParam",""
"passed","Fri Nov 25 21:36:45 GMT 2022","Fri Nov 25 21:36:46 GMT 2022","728","Surefire suite","Surefire test","vehicles.GetVehicleTest","vehicles.GetVehicleTest","getOneVehicleByQueryParam","getOneVehicleByQueryParam",""
