"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 18 19:58:25 GMT 2022","Fri Nov 18 19:58:27 GMT 2022","2438","Surefire suite","Surefire test","vehicles.GetVehicleTest","vehicles.GetVehicleTest","getOneVehicleByQueryParam","getOneVehicleByQueryParam",""
"passed","Fri Nov 18 19:58:54 GMT 2022","Fri Nov 18 19:58:56 GMT 2022","1944","Surefire suite","Surefire test","starships.GetStarshipTest","starships.GetStarshipTest","getOneStarshipByQueryParam","getOneStarshipByQueryParam",""
"passed","Fri Nov 18 19:59:29 GMT 2022","Fri Nov 18 19:59:32 GMT 2022","2414","Surefire suite","Surefire test","films.GetFilmTest","films.GetFilmTest","getOneFilmByInvalidQueryParam","getOneFilmByInvalidQueryParam",""
"passed","Fri Nov 18 19:59:07 GMT 2022","Fri Nov 18 19:59:29 GMT 2022","22769","Surefire suite","Surefire test","films.GetFilmTest","films.GetFilmTest","getAllFilms","getAllFilms",""
"passed","Fri Nov 18 19:59:01 GMT 2022","Fri Nov 18 19:59:04 GMT 2022","2851","Surefire suite","Surefire test","starships.GetStarshipTest","starships.GetStarshipTest","getOneStarshipWithNonExistingId","getOneStarshipWithNonExistingId",""
"passed","Fri Nov 18 20:00:30 GMT 2022","Fri Nov 18 20:00:31 GMT 2022","1474","Surefire suite","Surefire test","planets.GetPlanetTest","planets.GetPlanetTest","getOnePlanetWithNonExistingId","getOnePlanetWithNonExistingId",""
"passed","Fri Nov 18 19:58:13 GMT 2022","Fri Nov 18 19:58:19 GMT 2022","5527","Surefire suite","Surefire test","vehicles.GetVehicleTest","vehicles.GetVehicleTest","getAllVehicles","getAllVehicles",""
"passed","Fri Nov 18 20:00:08 GMT 2022","Fri Nov 18 20:00:15 GMT 2022","6617","Surefire suite","Surefire test","planets.GetPlanetTest","planets.GetPlanetTest","getOnePlanetByPathParam","getOnePlanetByPathParam",""
"unknown","Fri Nov 18 19:58:13 GMT 2022","Fri Nov 18 19:58:13 GMT 2022","0","Surefire suite","Surefire test","starships.GetStarshipTest","starships.GetStarshipTest","getOneStarshipWithInvalidId","Temporarily disabled because of 500 response code. Test verifies if one can send really big number as path param. The expected response code would be 404",""
"passed","Fri Nov 18 19:59:43 GMT 2022","Fri Nov 18 19:59:49 GMT 2022","5473","Surefire suite","Surefire test","films.GetFilmTest","films.GetFilmTest","getOneFilmByQueryParam","getOneFilmByQueryParam",""
"passed","Fri Nov 18 19:58:19 GMT 2022","Fri Nov 18 19:58:20 GMT 2022","1402","Surefire suite","Surefire test","vehicles.GetVehicleTest","vehicles.GetVehicleTest","getOneVehicleByInvalidQueryParam","getOneVehicleByInvalidQueryParam",""
"passed","Fri Nov 18 19:58:23 GMT 2022","Fri Nov 18 19:58:25 GMT 2022","2239","Surefire suite","Surefire test","vehicles.GetVehicleTest","vehicles.GetVehicleTest","getOneVehicleByQueryParam","getOneVehicleByQueryParam",""
"passed","Fri Nov 18 19:58:45 GMT 2022","Fri Nov 18 19:58:50 GMT 2022","4981","Surefire suite","Surefire test","starships.GetStarshipTest","starships.GetStarshipTest","getAllStarships","getAllStarships",""
"passed","Fri Nov 18 19:58:52 GMT 2022","Fri Nov 18 19:58:54 GMT 2022","2177","Surefire suite","Surefire test","starships.GetStarshipTest","starships.GetStarshipTest","getOneStarshipByQueryParam","getOneStarshipByQueryParam",""
"passed","Fri Nov 18 20:00:05 GMT 2022","Fri Nov 18 20:00:08 GMT 2022","2416","Surefire suite","Surefire test","planets.GetPlanetTest","planets.GetPlanetTest","getOnePlanetByInvalidQueryParam","getOnePlanetByInvalidQueryParam",""
"passed","Fri Nov 18 20:00:19 GMT 2022","Fri Nov 18 20:00:23 GMT 2022","4346","Surefire suite","Surefire test","planets.GetPlanetTest","planets.GetPlanetTest","getOnePlanetByQueryParam","getOnePlanetByQueryParam",""
"passed","Fri Nov 18 19:59:49 GMT 2022","Fri Nov 18 19:59:53 GMT 2022","4437","Surefire suite","Surefire test","films.GetFilmTest","films.GetFilmTest","getOneFilmByQueryParam","getOneFilmByQueryParam",""
