"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"unknown","Sun Dec 04 22:53:28 GMT 2022","Sun Dec 04 22:53:28 GMT 2022","0","Surefire suite","Surefire test","planets.GetPlanetTest","planets.GetPlanetTest","getOnePlanetWithInvalidId","Temporarily disabled because of 500 response code. Test verifies if one can send really big number as path param. The expected response code would be 404",""
"passed","Sun Dec 04 22:54:00 GMT 2022","Sun Dec 04 22:54:01 GMT 2022","953","Surefire suite","Surefire test","films.GetFilmTest","films.GetFilmTest","getOneFilmByInvalidQueryParam","getOneFilmByInvalidQueryParam",""
"unknown","Sun Dec 04 22:53:28 GMT 2022","Sun Dec 04 22:53:28 GMT 2022","7","Surefire suite","Surefire test","vehicles.GetVehicleTest","vehicles.GetVehicleTest","getOneVehicleWithInvalidId","Temporarily disabled because of 500 response code. Test verifies if one can send really big number as path param. The expected response code would be 404",""
"passed","Sun Dec 04 22:54:07 GMT 2022","Sun Dec 04 22:54:08 GMT 2022","859","Surefire suite","Surefire test","species.GetSpeciesTest","species.GetSpeciesTest","getOnePlanetWithNonExistingId","getOnePlanetWithNonExistingId",""
"passed","Sun Dec 04 22:53:44 GMT 2022","Sun Dec 04 22:53:45 GMT 2022","956","Surefire suite","Surefire test","planets.GetPlanetTest","planets.GetPlanetTest","getOnePlanetByQueryParam","getOnePlanetByQueryParam",""
"passed","Sun Dec 04 22:54:16 GMT 2022","Sun Dec 04 22:54:17 GMT 2022","882","Surefire suite","Surefire test","starships.GetStarshipTest","starships.GetStarshipTest","getAllStarships","getAllStarships",""
"passed","Sun Dec 04 22:54:08 GMT 2022","Sun Dec 04 22:54:09 GMT 2022","868","Surefire suite","Surefire test","species.GetSpeciesTest","species.GetSpeciesTest","getOneSpeciesByInvalidQueryParam","getOneSpeciesByInvalidQueryParam",""
"unknown","Sun Dec 04 22:53:28 GMT 2022","Sun Dec 04 22:53:28 GMT 2022","0","Surefire suite","Surefire test","species.GetSpeciesTest","species.GetSpeciesTest","getOnePlanetWithInvalidId","Temporarily disabled because of 500 response code. Test verifies if one can send really big number as path param. The expected response code would be 404",""
"passed","Sun Dec 04 22:53:41 GMT 2022","Sun Dec 04 22:53:41 GMT 2022","842","Surefire suite","Surefire test","vehicles.GetVehicleTest","vehicles.GetVehicleTest","getOneVehicleWithNonExistingId","getOneVehicleWithNonExistingId",""
"passed","Sun Dec 04 22:53:35 GMT 2022","Sun Dec 04 22:53:36 GMT 2022","996","Surefire suite","Surefire test","vehicles.GetVehicleTest","vehicles.GetVehicleTest","getOneVehicleByQueryParam","getOneVehicleByQueryParam",""
"passed","Sun Dec 04 22:54:19 GMT 2022","Sun Dec 04 22:54:20 GMT 2022","976","Surefire suite","Surefire test","starships.GetStarshipTest","starships.GetStarshipTest","getOneStarshipByQueryParam","getOneStarshipByQueryParam",""
"passed","Sun Dec 04 22:53:48 GMT 2022","Sun Dec 04 22:53:49 GMT 2022","980","Surefire suite","Surefire test","people.GetPeopleTest","people.GetPeopleTest","getAllPeople","getAllPeople",""
"passed","Sun Dec 04 22:53:39 GMT 2022","Sun Dec 04 22:53:40 GMT 2022","999","Surefire suite","Surefire test","vehicles.GetVehicleTest","vehicles.GetVehicleTest","getOneVehicleByQueryParam","getOneVehicleByQueryParam",""
"passed","Sun Dec 04 22:53:42 GMT 2022","Sun Dec 04 22:53:43 GMT 2022","887","Surefire suite","Surefire test","planets.GetPlanetTest","planets.GetPlanetTest","getOnePlanetByInvalidQueryParam","getOnePlanetByInvalidQueryParam",""
"passed","Sun Dec 04 22:53:43 GMT 2022","Sun Dec 04 22:53:44 GMT 2022","948","Surefire suite","Surefire test","planets.GetPlanetTest","planets.GetPlanetTest","getOnePlanetByPathParam","getOnePlanetByPathParam",""
"passed","Sun Dec 04 22:53:34 GMT 2022","Sun Dec 04 22:53:35 GMT 2022","1178","Surefire suite","Surefire test","vehicles.GetVehicleTest","vehicles.GetVehicleTest","getOneVehicleByQueryParam","getOneVehicleByQueryParam",""
"passed","Sun Dec 04 22:53:52 GMT 2022","Sun Dec 04 22:53:54 GMT 2022","1869","Surefire suite","Surefire test","people.GetPeopleTest","people.GetPeopleTest","getOnePersonByQueryParam","getOnePersonByQueryParam",""
"passed","Sun Dec 04 22:53:50 GMT 2022","Sun Dec 04 22:53:52 GMT 2022","1839","Surefire suite","Surefire test","people.GetPeopleTest","people.GetPeopleTest","getOnePersonByPathParam","getOnePersonByPathParam",""
"passed","Sun Dec 04 22:53:46 GMT 2022","Sun Dec 04 22:53:47 GMT 2022","984","Surefire suite","Surefire test","planets.GetPlanetTest","planets.GetPlanetTest","getOnePlanetByQueryParam","getOnePlanetByQueryParam",""
"passed","Sun Dec 04 22:53:41 GMT 2022","Sun Dec 04 22:53:42 GMT 2022","916","Surefire suite","Surefire test","planets.GetPlanetTest","planets.GetPlanetTest","getAllPlanets","getAllPlanets",""
"passed","Sun Dec 04 22:53:49 GMT 2022","Sun Dec 04 22:53:50 GMT 2022","879","Surefire suite","Surefire test","people.GetPeopleTest","people.GetPeopleTest","getOnePersonByInvalidQueryParam","getOnePersonByInvalidQueryParam",""
"passed","Sun Dec 04 22:54:02 GMT 2022","Sun Dec 04 22:54:03 GMT 2022","1051","Surefire suite","Surefire test","films.GetFilmTest","films.GetFilmTest","getOneFilmByQueryParam","getOneFilmByQueryParam",""
"passed","Sun Dec 04 22:53:37 GMT 2022","Sun Dec 04 22:53:39 GMT 2022","1026","Surefire suite","Surefire test","vehicles.GetVehicleTest","vehicles.GetVehicleTest","getOneVehicleByQueryParam","getOneVehicleByQueryParam",""
"passed","Sun Dec 04 22:53:40 GMT 2022","Sun Dec 04 22:53:41 GMT 2022","1051","Surefire suite","Surefire test","vehicles.GetVehicleTest","vehicles.GetVehicleTest","getOneVehicleByQueryParam","getOneVehicleByQueryParam",""
"unknown","Sun Dec 04 22:53:28 GMT 2022","Sun Dec 04 22:53:28 GMT 2022","0","Surefire suite","Surefire test","films.GetFilmTest","films.GetFilmTest","getOneFilmWithInvalidId","Temporarily disabled because of 500 response code. Test verifies if one can send really big number as path param. The expected response code would be 404",""
"unknown","Sun Dec 04 22:53:28 GMT 2022","Sun Dec 04 22:53:28 GMT 2022","0","Surefire suite","Surefire test","starships.GetStarshipTest","starships.GetStarshipTest","getOneStarshipWithInvalidId","Temporarily disabled because of 500 response code. Test verifies if one can send really big number as path param. The expected response code would be 404",""
"passed","Sun Dec 04 22:54:22 GMT 2022","Sun Dec 04 22:54:23 GMT 2022","854","Surefire suite","Surefire test","starships.GetStarshipTest","starships.GetStarshipTest","getOneStarshipWithNonExistingId","getOneStarshipWithNonExistingId",""
"passed","Sun Dec 04 22:53:58 GMT 2022","Sun Dec 04 22:53:59 GMT 2022","852","Surefire suite","Surefire test","people.GetPeopleTest","people.GetPeopleTest","getOnePersonWithNonExistingId","getOnePersonWithNonExistingId",""
"passed","Sun Dec 04 22:53:57 GMT 2022","Sun Dec 04 22:53:58 GMT 2022","857","Surefire suite","Surefire test","people.GetPeopleTest","people.GetPeopleTest","getOnePersonWithInvalidId","getOnePersonWithInvalidId",""
"passed","Sun Dec 04 22:54:14 GMT 2022","Sun Dec 04 22:54:16 GMT 2022","1854","Surefire suite","Surefire test","species.GetSpeciesTest","species.GetSpeciesTest","getOneSpeciesByQueryParam","getOneSpeciesByQueryParam",""
"passed","Sun Dec 04 22:54:21 GMT 2022","Sun Dec 04 22:54:22 GMT 2022","954","Surefire suite","Surefire test","starships.GetStarshipTest","starships.GetStarshipTest","getOneStarshipByQueryParam","getOneStarshipByQueryParam",""
"passed","Sun Dec 04 22:53:36 GMT 2022","Sun Dec 04 22:53:37 GMT 2022","1089","Surefire suite","Surefire test","vehicles.GetVehicleTest","vehicles.GetVehicleTest","getOneVehicleByQueryParam","getOneVehicleByQueryParam",""
"passed","Sun Dec 04 22:54:18 GMT 2022","Sun Dec 04 22:54:19 GMT 2022","984","Surefire suite","Surefire test","starships.GetStarshipTest","starships.GetStarshipTest","getOneStarshipByQueryParam","getOneStarshipByQueryParam",""
"passed","Sun Dec 04 22:54:11 GMT 2022","Sun Dec 04 22:54:12 GMT 2022","1857","Surefire suite","Surefire test","species.GetSpeciesTest","species.GetSpeciesTest","getOneSpeciesByQueryParam","getOneSpeciesByQueryParam",""
"passed","Sun Dec 04 22:54:04 GMT 2022","Sun Dec 04 22:54:05 GMT 2022","947","Surefire suite","Surefire test","films.GetFilmTest","films.GetFilmTest","getOneFilmByQueryParam","getOneFilmByQueryParam",""
"passed","Sun Dec 04 22:53:45 GMT 2022","Sun Dec 04 22:53:46 GMT 2022","1015","Surefire suite","Surefire test","planets.GetPlanetTest","planets.GetPlanetTest","getOnePlanetByQueryParam","getOnePlanetByQueryParam",""
"passed","Sun Dec 04 22:54:05 GMT 2022","Sun Dec 04 22:54:06 GMT 2022","836","Surefire suite","Surefire test","films.GetFilmTest","films.GetFilmTest","getOneFilmWithNonExistingId","getOneFilmWithNonExistingId",""
"passed","Sun Dec 04 22:53:32 GMT 2022","Sun Dec 04 22:53:33 GMT 2022","907","Surefire suite","Surefire test","vehicles.GetVehicleTest","vehicles.GetVehicleTest","getOneVehicleByInvalidQueryParam","getOneVehicleByInvalidQueryParam",""
"passed","Sun Dec 04 22:53:28 GMT 2022","Sun Dec 04 22:53:32 GMT 2022","3960","Surefire suite","Surefire test","vehicles.GetVehicleTest","vehicles.GetVehicleTest","getAllVehicles","getAllVehicles",""
"passed","Sun Dec 04 22:54:20 GMT 2022","Sun Dec 04 22:54:21 GMT 2022","948","Surefire suite","Surefire test","starships.GetStarshipTest","starships.GetStarshipTest","getOneStarshipByQueryParam","getOneStarshipByQueryParam",""
"passed","Sun Dec 04 22:53:55 GMT 2022","Sun Dec 04 22:53:57 GMT 2022","1879","Surefire suite","Surefire test","people.GetPeopleTest","people.GetPeopleTest","getOnePersonByQueryParam","getOnePersonByQueryParam",""
"passed","Sun Dec 04 22:54:23 GMT 2022","Sun Dec 04 22:54:23 GMT 2022","878","Surefire suite","Surefire test","starships.GetStarshipTest","starships.GetStarshipTest","getOneVehicleByInvalidQueryParam","getOneVehicleByInvalidQueryParam",""
