"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 14 19:49:55 GMT 2023","Fri Apr 14 19:49:56 GMT 2023","888","Surefire suite","Surefire test","starships.GetStarshipTest","starships.GetStarshipTest","getOneStarshipByPathParam","getOneStarshipByPathParam",""
"passed","Fri Apr 14 19:50:07 GMT 2023","Fri Apr 14 19:50:09 GMT 2023","1505","Surefire suite","Surefire test","people.GetPeopleTest","people.GetPeopleTest","getOnePersonByQueryParam","getOnePersonByQueryParam",""
"passed","Fri Apr 14 19:49:35 GMT 2023","Fri Apr 14 19:49:36 GMT 2023","869","Surefire suite","Surefire test","films.GetFilmTest","films.GetFilmTest","getOneFilmByQueryParam","getOneFilmByQueryParam",""
"passed","Fri Apr 14 19:49:40 GMT 2023","Fri Apr 14 19:49:41 GMT 2023","821","Surefire suite","Surefire test","vehicles.GetVehicleTest","vehicles.GetVehicleTest","getOneVehicleByQueryParam","getOneVehicleByQueryParam",""
"passed","Fri Apr 14 19:49:43 GMT 2023","Fri Apr 14 19:49:44 GMT 2023","879","Surefire suite","Surefire test","vehicles.GetVehicleTest","vehicles.GetVehicleTest","getOneVehicleByQueryParam","getOneVehicleByQueryParam",""
"passed","Fri Apr 14 19:49:39 GMT 2023","Fri Apr 14 19:49:40 GMT 2023","739","Surefire suite","Surefire test","vehicles.GetVehicleTest","vehicles.GetVehicleTest","getOneVehicleByInvalidQueryParam","getOneVehicleByInvalidQueryParam",""
"passed","Fri Apr 14 19:49:33 GMT 2023","Fri Apr 14 19:49:34 GMT 2023","664","Surefire suite","Surefire test","films.GetFilmTest","films.GetFilmTest","getOneFilmByInvalidQueryParam","getOneFilmByInvalidQueryParam",""
"passed","Fri Apr 14 19:49:28 GMT 2023","Fri Apr 14 19:49:29 GMT 2023","896","Surefire suite","Surefire test","planets.GetPlanetTest","planets.GetPlanetTest","getOnePlanetByPathParam","getOnePlanetByPathParam",""
"passed","Fri Apr 14 19:49:51 GMT 2023","Fri Apr 14 19:49:53 GMT 2023","1571","Surefire suite","Surefire test","species.GetSpeciesTest","species.GetSpeciesTest","getOneSpeciesByQueryParam","getOneSpeciesByQueryParam",""
"passed","Fri Apr 14 19:49:53 GMT 2023","Fri Apr 14 19:49:54 GMT 2023","1527","Surefire suite","Surefire test","species.GetSpeciesTest","species.GetSpeciesTest","getOneSpeciesByQueryParam","getOneSpeciesByQueryParam",""
"passed","Fri Apr 14 19:50:04 GMT 2023","Fri Apr 14 19:50:06 GMT 2023","1580","Surefire suite","Surefire test","people.GetPeopleTest","people.GetPeopleTest","getOnePersonByQueryParam","getOnePersonByQueryParam",""
"passed","Fri Apr 14 19:49:41 GMT 2023","Fri Apr 14 19:49:42 GMT 2023","826","Surefire suite","Surefire test","vehicles.GetVehicleTest","vehicles.GetVehicleTest","getOneVehicleByQueryParam","getOneVehicleByQueryParam",""
