"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 25 22:36:21 GMT 2022","Fri Nov 25 22:36:22 GMT 2022","889","Surefire suite","Surefire test","vehicles.GetVehicleTest","vehicles.GetVehicleTest","getOneVehicleByQueryParam","getOneVehicleByQueryParam",""
"passed","Fri Nov 25 22:36:41 GMT 2022","Fri Nov 25 22:36:42 GMT 2022","742","Surefire suite","Surefire test","starships.GetStarshipTest","starships.GetStarshipTest","getOneStarshipByPathParam","getOneStarshipByPathParam",""
"passed","Fri Nov 25 22:36:23 GMT 2022","Fri Nov 25 22:36:24 GMT 2022","907","Surefire suite","Surefire test","vehicles.GetVehicleTest","vehicles.GetVehicleTest","getOneVehicleByQueryParam","getOneVehicleByQueryParam",""
"passed","Fri Nov 25 22:36:26 GMT 2022","Fri Nov 25 22:36:27 GMT 2022","820","Surefire suite","Surefire test","planets.GetPlanetTest","planets.GetPlanetTest","getAllPlanets","getAllPlanets",""
"passed","Fri Nov 25 22:36:36 GMT 2022","Fri Nov 25 22:36:37 GMT 2022","774","Surefire suite","Surefire test","films.GetFilmTest","films.GetFilmTest","getOneFilmByQueryParam","getOneFilmByQueryParam",""
"passed","Fri Nov 25 22:36:46 GMT 2022","Fri Nov 25 22:36:46 GMT 2022","688","Surefire suite","Surefire test","starships.GetStarshipTest","starships.GetStarshipTest","getOneVehicleByInvalidQueryParam","getOneVehicleByInvalidQueryParam",""
"passed","Fri Nov 25 22:36:43 GMT 2022","Fri Nov 25 22:36:44 GMT 2022","827","Surefire suite","Surefire test","starships.GetStarshipTest","starships.GetStarshipTest","getOneStarshipByQueryParam","getOneStarshipByQueryParam",""
"passed","Fri Nov 25 22:36:24 GMT 2022","Fri Nov 25 22:36:25 GMT 2022","837","Surefire suite","Surefire test","vehicles.GetVehicleTest","vehicles.GetVehicleTest","getOneVehicleByQueryParam","getOneVehicleByQueryParam",""
"unknown","Fri Nov 25 22:36:15 GMT 2022","Fri Nov 25 22:36:15 GMT 2022","0","Surefire suite","Surefire test","films.GetFilmTest","films.GetFilmTest","getOneFilmWithInvalidId","Temporarily disabled because of 500 response code. Test verifies if one can send really big number as path param. The expected response code would be 404",""
"unknown","Fri Nov 25 22:36:15 GMT 2022","Fri Nov 25 22:36:15 GMT 2022","1","Surefire suite","Surefire test","vehicles.GetVehicleTest","vehicles.GetVehicleTest","getOneVehicleWithInvalidId","Temporarily disabled because of 500 response code. Test verifies if one can send really big number as path param. The expected response code would be 404",""
